product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 12 February 2022,Not worth for this cost,2,"I am really depressed with the audio quality. Further, the noise cancellation while talking with the help of these airdopes is horrible. I am really surprised with the cost of the product and the quality of the boat."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 January 2022,Good based on usage,3,"The speakers are good if you Hv to attend online classes or watch movies / listen to songs … the mike quality is not good … so while talking on phone , people find it difficult to hear your voice !"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 July 2021,Good for indoor music listening.Not suitable for calling and outdoor use,3,"Pros:Excellent Sound, especially BassLong lasting batteryEast to pairCons:Not good for calling. The voice is not audible to the receiver person.Doesn't fit properly in ear. Also comes out gradually."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 7 July 2021,Product is good,4,"Totally premium look for budget 1299/-Fit to ears if smaller rubbers fittedCase is very small and good fit for budsBuds are light weightBass is 8/10Sound 9/10Sound effect 7/10Mic 7/10Battery 6.5/10ConsThe Case ,charge indicator glass was broken when I got the product , that was sad but no issuesThere are better good buds if u spend more money"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 November 2021,Value for money,4,"इत्ते पैसे में एहिच मिलेगा, अपुन खुश है बॉस।"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 December 2020,Good sound quality vs Bad mic quality,4,Using this product over a month now. Enjoying the hands-free while a walk or gym.Pros: The sound quality is great and also the noise cancellation works to perfection. Full marks to that.Cons: Problem with mic. While speaking over a call the other person hears a lot of disturbance of surroundings no matter how far the sound is coming from. Lot of shaking while doing walk n talk.Overall satisfied.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 October 2021,Value for money,3,"Got this product for 800 rupees.Great product for this price range.After some days usage,some type of noise is coming from inside of this product & also disconnecting from bluetooth and automatically reconnecting(don't know whether it is only for this perticular piece).Bass quality is ok.Battery is also working good."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 February 2021,Useless products,1,"I am writting this review after 2months and i want to say that  this product is useless itstoppedd working after 1 month and it is very uncomfortable  wear in  ears . I suggest you  do not buy this product , local brand's  airdopes are better than this"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 January 2021,Falling down,1,"Overall not good and price also high 1200, falling down and to fit into the ear if we press into Deep greeting pain after using 10 minutes, and no RETURN , better go with wire which we can use at neck"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 February 2022,I request not to buy this product...faced lot of inconvenience while claiming warranty.,2,No service center network...only bangalore is the option they don't have any other karnataka location.Service center people not responsive ...even the pickup people also worst
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 29 March 2022,Ear bud!,3,"I feel pain 😞 in the ears while using the Audio buds! Not comfortable and comes while moving! According to me, not good for friendly use!"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 June 2021,Warranty claim not fulfilled,1,"I bought boAt Airdopes121v2 on 16 January 2021 and in May itself , one of the earbud is not working but I am not able to find out the window to lodge my warranty claim. When Amazon don't provide the warranty claim access to it's customer then there is no use in buying on-line. It's basically Sell-N- forget platform"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 March 2022,Received used product on replacement,2,Received product but 1side earpod not working even after factory reset. So asked for replacement but received the product which is used one. Can able to see scratches. And additional ear buds are missing in the replacement.Not satisfied with the delivery of the replacement but quality of sound is good.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 24 October 2020,Very good item,5,Very good item lowest price
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 November 2021,1 air dope was not working in exactly in 1 week why you people kept in this worst product,1,Worst product's don't kept in Amazon because your service is satisfied but I purchased this on 23 October 2021 return accept till 30 October from 1st November it's not working that means all of your products give minimum 15days to 1 month time but for you given 1 week time so you know about this worst product
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 March 2021,"Zero noise cancellation , base low , better backup is less.. Compare with MIVI M20 duepods",4,"Zero Noise cancellation.. so total waste of money.. this airpods not to use for daily , bike drive, ifsome one call , so does listening to the what are the said by mi,Is trouble is high that is why base percent is low..If you are intended in 999/- airpods , so i recommend mivi M20 duepods ..is better than boat , sound quality, battery backup is good to be , than boat airpods"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 February 2021,Don't buy,1,Worst product ever ordered. The earphones are so bad that they did not provide good Bass and sound even after the huge MRP. the worst part is that the earphones keep disconnecting(multiple times in 5 min only)  even after you are in a steady position and full charged
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 November 2021,Only 3.5 hours playback per charge.,1,I missed the 3.5 hours per charge description. In the main title it said 14 hours playback. This is sheer misguiding. Stuck with it now. Unreturnable.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 July 2021,Don't go for it if you need a good mic.,3,"So i bought this a couple of days ago. Since it's my first wireless Bluetooth category purchase, i didn't really know what to expect. I found the sound quality and noise cancellation to be okay, like 3.5/5. But the main issue with the airdopes is mic. It has the worst mic. I'm seriously disappointed with the quality of mic. But other than that is pretty okay given the budget."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 January 2021,Bad service within warranty product.,2,"Doesn’t matter how good the product is , if the service part is left missing.At first the product is awesome , but within 15 days of its usage, one if the pod was not charging. The case is not functioning.When we reach the service centre mentioned in the list(as mentioned on amazon), they say product is purchased online hence not serviceable."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 30 August 2021,Greatest product,5,I daily use this in ground as well while running. Then I listen things while I am at home. It just going and going great. Yes once one piece was stopped working but company gave the bestest service and returned in 6 days.Value for money.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 May 2022,poor quality..bluetooth connectivity is not good.,1,poor quality..bluetooth connectivity is not good..sound is breaking inbetween..I am using daily earphone for my meetings and my client always hear sounds like some motor is running behind me..After using different brand headphone it is very clear sound..so not recommending this product..dont buy boat products..cheap quality products..hate it..
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 February 2021,Garbage product .,1,"Very poor product .No bass, no noise cancellation features, during calls voice repeatation and many disturbing sounds , low quality plastic , and after replacing this product they gave me used product.Never ever buy this garbage product ."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 January 2022,waste of money,1,waste of money call connectivity is very bad and sound clarity is very poor and i thought it would be good for call. For call also very bad now i am buying again different head set now because of this........
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 October 2021,"Stopped working. Bought on 30th August 2021, October 8th 2021.",1,"Stopped working, bought on 30th August 2021, it stopped working on 8th October 2021. There is the cracking sound while connected. The charging pod stopped showing the charging percentage.Feeling bad choosing this product."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 November 2021,Not as good for calls but only for music,2,For music this is great with little bass but for calls this is not good . No one can hear a convo at the other end . But for this price point you can still try this
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 3 May 2021,Worst product ever puchased,1,Sabse bakwaas earphones hain ye plz dont purchase it . It has connectivity issues and it has voice issues and i have got it replaced atleast 5 times but has same issues everytime. Plz font waste your money at all
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 November 2021,moderate headphones with severely low build quality.,2,"Receirvd the product with hopes of using these while working out or other processes.The music is moderate, as you'd expet from a costly earset. The build quality is so low that it dropped from my ears and it broke into two disconnecting the microphone wiring from the inside. I am extremely unhappy with the product. There's been no communication from the company side either."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 October 2021,not upto expectation. not a month right ear dose not work,2,i bought my airpods 7th october 2k21 and today its 23rd oct 2k21. to my disappointment its not even a month and my right ear has stopped connecting. i would have purchased other brands but this one is a good and has high quality and stylish. But i regret buying now.pls dont buy this waste product.i might edit if amazon returns me this product .
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 January 2022,Poor design quality,2,"Very bad fitting in ear, I tried very hard not to drop it while using but it got dropped somehow and one earbud gotopened, I tried to close it back but not able to do so. Feels risky to use it. Can’t concentrate properly on the work if I have to think of  earbud falling every time. I bought 2 pairs and 1 earbud of each pair got opened due to falling."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 January 2021,Falls out of Ears,2,"I don’t have any issues with the sound quality of the product, but I have huge issues with the ease of use of these. They keep falling out of the ears. I’m not sure why. They protrude out of the ears and they aren’t good while going for walks or exercising. So didn’t like the product and I feel I lost my money :("
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 May 2021,Very poor,1,One pod is not working. Approached to boat management and they repaired it but send again in box LED in not working condition. Very poor. Waste of money. Please don't purchase to save your hard earned money. In photo it is charged 100% but showing 10%.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 March 2021,Best for listening sounds not recommended for phone calls.,1,"We can use this only for listening songs or watching videos. It is not suitable for phone calls, as it could not able to process the voice, the receivers receiving only the mixed of sounds. but"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 26 October 2021,Stupid product.,1,Don't purchase it. Left bud stopped working in 10 days. When contacted the customer care they told to contact manufacturer. When did that the manufacturers started telling me that I'm using someone else's product and my invoice isn't valid so my product replacement isn't possible. Boat is doing a lots of scams. Disgusted by the manufacturer way of talking
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 April 2022,They are the best from every eaphones and headphones i had,5,"They are amazing giving this review after a year of harsh use.obviously they did not survive but till the last working day they worked amazingly.some other reviews say they stop working after 10 days or so.its just that they don't place the buds properly in its charging case and the buds doesn't charge.the battery life is amazing they good for gaming,movies and for music"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 August 2021,"awesome quality, crystal clear for calling",5,"got at best rate rs 899 on prime sale,very nice bass on music, microphone for calling is very powerful than some other brand tws, very light weight, bettery life is average quality."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 27 September 2021,👎,1,"I purchased it Nov 2020 and after that many times it occurred problem within a month .Problems are-Bluetooth connectivity disconnected, automatically off.After 8 month there was charging issue ."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 30 November 2021,Screen is broken and charging cable is missing,1,"The media could not be loaded.
                



 This is seriously not good amazon..The airdopes box doesnot have the charging cable and moreover the screen is broken..please  look after this issue.fortunately I have done a video of unboxing the airdopes ,so I have the evidence."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 March 2022,Not expected...Worked only for 2 weeks.,1,"The product seemed good initially, it stopped working after 2 weeks. And the second gave up within three months. Did not expect it to be so bad having paid almost Rs1300/- which is not cheap by any standards"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 17 December 2021,Horrible product.. please don't buy,1,Ordered and received a defective piece. Left piece didn't work. Got a replacement and the same issue again. Final got it returned. BOAT is worst...
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 November 2021,Never buy. Dropped 4-5 times from ear due to slight jaw motion and finally got broken.,1,"It was coming out with slight motion of jaw, dropped 4-5 times from ear and finally got broken. Never buy this item. better go for neck band type."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 October 2021,Poor Build Quality-,1,Very poor Build quality.  The charging case is made of poor plastic.  And there some un wanted noices noticed from the left airpod even after stopping the music.  It affects audio quality
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 15 November 2020,Don't go for it. Please.,1,It's a copy product may not be boat.I have board 441 and 441 pro both have detail information at backside.121 have no information. Proof have been attached with photos.Product quality is also cheap.Also not comfortable in ears.Please don't buy this product.I am unable to return this due to late.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 January 2022,Did not met the expectations,3,After almost two months of use:Pros:Battery quality is good.Noice cancellation is good.Cons:1. Issue faced while calling to someone. You literally have to shout if you are talking over phonecall with someone.2. Sometimes sound gets off randomly for 2-3 seconds.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 July 2021,Awesome......in love with it... ❤❤❤,5,"its a good set of ear buds but1. the quality of sound gets bad when connected with macbook2. due to absence of dual mic noise cancellation, it becomes very difficult to use it during a call as the other person hears lot of envt. noiseinability to use it during the call is the one big major disadvantage for this pair but other features are good like instant connection with mobile etc"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 14 May 2021,"Poor product, recommend not to buy.",2,Reviewing after 3 months usage. You cannot use these while traveling or outside home. Very slippery and pops out every now and then. Sound quality very poor on call. Not worth for money.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 February 2021,rdopes not functioning stop,1,"Sound quality is good, no noise and bass is also ok. But charger is showing 100%, but airdopes are not showing light ignition. After expiry date of return airdopes stop functioning. Worst product."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 2 January 2022,Nice,4,Its good at this price. Its battery backup is also ok. But its voice quality is very poor one has to speak louder to make other person hear properly. It sometime slip down from the ear. Its only good for listening music and things same like this
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 22 January 2022,Total waste.....,2,I ordered this product for my online classes.... And I used it for 3 to 4 time..... It was so good..... I enjoyed the music..... Finally about to start my class..... And guess what.... the right side is not working...... I can't return it because the returning time duration is already passes...... So my money is wasted even before I start my class...... ☹️☹️☹️☹️☹️☹️
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 February 2022,Decend earbuds,4,Sometimes it's stop working and had to reset and there is no app control for this earbuds like realme and OnePlus app for this earbuds....and the mic quality is really decend and charging case is I say very easy to break to need to be protected
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 March 2021,Not satisfied.,1,1. Disconnects every now and then2. Automatic disturbances come and go for few seconds while listening3. Battery backup isn't long4. This thing drops from your ears while walking.5. Quality to price isn't satisfactory this doesn't deserve more than 500-600 Rs in my view.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 April 2021,Volume is very low,1,Of yu like listening music in high volumes don't buy this cos the sound is very low and the range is also very less......not satisfied for the price I paid
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 February 2022,Not as expected.,3,In 1400Rs. Not expecting a poor battery backup. Not value for money. The price must be around 700rs.Sound Quality is good. BASS is balanced. Vocals are good. But it is not for calling because mic is not that much capable for clear audio transfer.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 February 2021,Not worth for money. Don't waste money,1,It's totally fake product I thought it's well known brand so will show good performance but I wasn't right. Range quality is worst it's get distracted within 3-4 meter. And falls down from ear. Pls buy any cheap product in Cheap rate at least you will not regret like me.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 20 April 2021,This product is awesome,5,I just brought it for random use but it works wonderfully the sound quality is really good and the battery life is also good i use it everyday awesome product. If you're reading this and have second thoughts about this product i will suggest you to go for it.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 April 2022,Worst in use,1,While using this no one can hear properly by speaker and Lisner.I want to exchange this product kindly do needfulU can check my account I am using ur app for shopping regularlyI hope there is value for customer who has long term relationship
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 8 January 2022,Great sound quality,4,"It's ok for everyday uses like listening to music or making calls, easy to connect. Battery life is good, overall pretty good for this price."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 30 May 2021,Speaker problem,1,"Speaker not working, I replaced it 2 times , 2 times I got the speaker problem airdopes, only 2 times option for replace ,after replacement period I'm not able to replace it but tthe Speakers not working, waste of money"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 29 August 2021,Not satisfied,2,Fed up. In my first order the mike was not good. I returned it. after that they delivered a new one. It was good till a month. After that it become useless. Videos are paused while using it. After that also I returned it and I got it with two different earbud pair. It connects with phone one bud at one time. Really fed up....
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 September 2021,Receiver do not receive voice clearly while calling.,2,"I have received many complaints against its voice delivering while calling. Most of the time receiver said voice coming like u r talking in small room, voice is not clear...... Rest for listening song and watching movi it is best."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 June 2021,Value for money,2,The build quality is very bad . If the buds falls one or two times it's gone. The syncing between the buds are very bad . Charge varies in one bud to other bud . Sound quality is ok. If you can keep it like a pristine showcase article and use it carefully it will keep up till  a year or so . Not made for daily use in commutes .
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 August 2021,HORRIBLE GUARANTEE AND CUSTOMER SERVICE,1,One side stopped working after 2 months. I had to get guarantee replacement twice. Both times it took too long to deliver and both times they gave a defective product(feels like used product) again. Even after that weren't ready to refund and suggested another replacement. I lost hope and trust in the Boat brand and advise not to buy this product especially.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 April 2022,Best earphones for less than 1500,5,I got these 4 days ago I love the sound it's so easy to take it wherever u go and it just gives me a premium feel but the thing that I was amazed was the battery after so long of using it the battery was still high I honestly love these have dropped em 2 times but thankfully nothing happened 10/10 would recommend
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 28 November 2021,Average product,4,We can use it for singing songs and watching videos. But we can use it for call in quite environment. Noise cancellation features not so good.battery good.
